15509		18042		16332		3310		11376		5489		2798		12261		9329		4773		4490		5883		11471		11293		81		1521		11410		12987		10930		5651		626		1401		3530		11769		18814		18853		5334		3130		3224		8503		11689		13710		61		19691		569		18205		11330		11264		8275		2089		5979		1612		7727		1142		17365		10489		4478		11506		15747		18559		2143		12740		12822		10239		3378		8981		10308		11354		16836		15861		19499		9516		17353		7500		7184		7880		19143		7551		8512		5201		11630		11514		759		18163		5126		32		5631		17756		6402		10924		14192		8538		3472		14690		15158		18417		6386		9912		10961		18361		7590		13210		6677		7410		3233		255		8433		9222		19067		134		
14797		13593		1796		1644		8588		8271		1013		7277		2769		18330		13377		7411		14270		16542		16617		5088		2520		12292		11758		11637		14086		10263		8514		2109		568		2046		15480		16409		517		15286		3770		16904		12844		1516		1432		2546		9404		6068		10846		5969		8143		296		4031		14557		19057		10689		77		15859		11294		5803		11019		13153		1034		1096		9274		15344		11258		8804		14767		1166		15631		3183		8165		18903		5091		17660		4655		15936		12556		2102		1446		3296		5949		13370		4352		15292		7084		9461		17858		6829		17614		13946		8076		9359		9150		17536		17042		9257		12925		5590		9100		5652		4628		9412		10915		17513		16821		10208		3947		14092		
14751		2601		18192		4783		19423		8707		10601		11620		17747		7183		3306		17443		9771		4550		6805		12180		18825		5843		432		858		14247		17322		9458		18365		19991		15177		12598		13970		549		17193		19282		4104		15289		19360		13858		6033		16281		8855		4093		7787		2028		9155		1802		9610		1913		17474		15147		644		5069		11028		11254		665		9051		6740		2949		11933		2589		4977		2020		13764		10841		15341		7239		1064		4863		19249		6174		9466		11119		13195		7233		6947		13304		9093		5061		1877		14491		3747		2129		14451		9934		19385		6186		15897		16604		807		19753		12394		19178		11122		6671		15988		11380		5151		8687		12002		11637		18799		13385		318		
19046		4338		2359		8576		1597		18121		11456		11096		12471		1308		7883		18260		3121		9716		2606		16686		5936		14519		12163		246		10849		702		5659		1079		5178		5268		11053		19688		11838		9357		5959		16689		608		1088		17253		17624		8031		10531		17952		10823		4880		17986		17405		13244		1658		7803		10566		5357		9658		19225		3766		3093		8710		1194		3406		7968		7982		12415		10917		17198		19391		18144		17916		744		10914		3178		17103		7101		4481		4743		5479		17334		18346		9191		3660		19230		15884		4160		6360		5064		16413		17536		1543		5468		7678		8522		2026		706		19286		4949		5787		586		11003		12701		8907		9365		14512		9859		3127		14179		
4264		6568		6617		6714		17513		17442		3611		4111		7211		9624		7622		15157		12831		11808		7288		15775		3981		6450		5428		11667		2069		6569		18900		12174		19351		17590		6041		11502		2575		15680		15907		4319		9080		11196		6844		17926		12145		2948		18062		3971		8668		15992		15445		14951		451		2862		11951		4882		5238		17494		11152		19751		12847		13775		11443		11150		10903		19904		5386		17542		8673		14708		1590		7141		10515		13013		9970		12365		9350		10627		8074		19406		4387		10834		8969		3410		5805		16861		18351		7368		13309		8938		3106		12336		9512		8764		380		18432		15357		1615		4162		11857		19563		7476		2932		201		18752		19561		11488		17509		
17900		8051		6129		15395		8227		15610		14278		16298		12769		2306		10461		8886		7143		17538		6509		16836		18660		14307		5715		19638		10672		18839		18148		6435		15378		7059		514		13694		16769		7914		7178		8929		4839		10887		3881		1015		17825		14310		18479		11811		17123		15312		3772		14416		3672		11090		12791		1525		5991		14201		15933		15172		8882		780		6134		15920		4952		13541		16771		3065		16218		17901		9620		18166		13499		19155		9110		16221		9536		10793		18089		2993		8790		4060		16816		15337		595		5165		10466		2201		19157		10033		1117		6527		2791		6401		12154		909		15970		5727		3163		17006		13392		9510		10785		2742		17324		15564		4794		18602		
15973		311		1656		4041		5472		15993		16477		17398		2749		16713		2194		3651		15314		7295		2487		7931		8180		780		13141		19948		5653		10292		13679		6192		16039		905		3478		23		2270		5605		8347		2610		8211		11619		15872		15966		4900		15259		4456		14794		10233		19992		17005		3303		12066		19576		14896		5036		17693		12959		2474		2627		851		15480		14177		16468		8258		10506		18039		8747		3381		1490		9181		4168		16943		5027		16740		6275		6470		11831		6580		3258		8364		17616		3157		16985		19594		16687		7755		15429		12005		15120		17055		18533		15042		2240		10903		9933		2725		19677		17768		14536		4405		2440		13858		3297		16412		2793		7882		15310		
2571		10048		5157		15738		19386		15811		5359		4974		17804		3577		13388		14299		1040		8785		4054		7302		16613		5440		11061		12496		9237		3253		9612		10113		7938		16923		13104		10225		10943		8298		16724		14707		17525		1546		3231		11550		8709		18310		17087		11097		9389		1289		19223		10978		15044		15991		2004		15482		19327		14154		6333		18257		14102		5960		17353		10570		8609		1373		18282		11403		15195		4859		6759		12516		19625		10314		8231		17177		18452		19053		905		11309		12369		6131		18353		7117		2050		12087		10621		1782		7862		13109		15637		18596		10443		3144		13569		3352		5844		13445		16084		13476		4309		8590		518		5047		1035		7668		7520		6080		
15369		9868		368		16960		10301		7116		5821		9265		4400		16067		7796		1836		108		8594		5408		2684		3001		12811		17753		445		18048		3620		5395		9040		19537		8344		5911		8062		7007		15578		6990		10150		7976		16151		17914		14949		18451		7143		13151		8609		10706		9968		4382		3122		13479		8247		67		11630		195		11971		13204		19887		8809		3248		16010		2114		16466		6989		444		11055		2025		16403		16150		11936		12662		16450		17161		18929		9400		7865		1436		13234		3211		17553		608		4923		17162		16248		9889		4301		686		15237		1016		18657		12884		18108		9533		17295		5212		2336		698		18173		14573		7312		3419		12162		19799		6528		386		6326		
1905		5589		1718		13080		4256		10172		13115		12091		12025		4135		3774		11118		14493		15845		12839		18407		14211		2045		13072		6731		372		5895		13333		8572		3984		6535		16161		5312		19790		3687		12040		3017		7296		18160		2996		4583		16245		17572		12694		13734		12823		2587		19294		6821		16725		1751		13446		11637		3580		10726		9576		15369		6590		17621		400		8832		7924		11596		9165		17805		63		13673		13920		17343		4682		13692		9399		13554		844		1980		12628		15825		10762		10565		4933		7685		17753		17679		185		2719		12097		4524		6504		16734		15773		7549		13489		1278		11966		9361		17729		15997		14703		14332		10031		8939		13684		14064		15813		12333		
748		8218		9496		2382		18357		9083		14200		5827		13294		4129		3299		3705		18776		6114		2901		19678		10741		725		11226		15176		16019		3501		8387		4070		6786		18066		6615		14337		10432		11069		1857		462		16887		9776		14727		14099		5596		19633		4634		6067		10808		5985		17609		5112		8515		16252		13041		18492		6060		9007		16560		13844		17557		17521		1527		15386		3483		14816		9308		7381		10292		6393		4303		10695		10225		14580		14821		6483		11107		8985		14096		16361		3226		19843		18576		12303		2312		6031		13890		13869		17059		6176		13750		11925		7946		11443		7871		13742		7391		17370		13572		7228		11954		8024		7731		16653		2527		12120		11509		1922		
8270		554		3837		13496		9816		5530		11737		18738		3401		142		9131		11813		13345		18973		16082		12223		7444		10407		11585		4437		4273		5428		3057		12104		19200		15757		1042		5811		5349		3921		14237		1140		11745		12117		7909		9524		4375		19996		17355		12117		11980		12974		7953		17047		16839		12376		4102		7302		13305		10688		7104		11588		19862		6594		19624		13359		11329		10572		6671		12366		6246		15379		12447		15869		8128		7280		9356		17235		12443		6203		1129		4556		6675		10178		18518		11672		18908		5414		119		5919		15611		12114		4480		16207		241		15992		8461		15395		9368		2154		2958		13554		17670		9170		3968		11858		17839		17071		13686		1767		
17607		4524		14710		8491		14724		6718		16320		1019		3778		8379		13225		2588		17152		18705		1158		9577		17639		18346		7556		8474		9195		16506		19220		18546		10378		5442		12259		2149		8434		18789		16296		13028		9535		13603		4055		3783		7010		10519		10739		6518		18333		1514		2335		6451		13738		435		373		18343		8988		3276		12272		11048		10429		11025		16676		9987		18710		5335		5166		1644		1037		17830		18245		2496		2984		17365		9456		7027		14513		6113		2833		11290		13618		649		15295		567		18559		17673		18001		10301		1650		10225		17110		5087		17650		18594		3970		14457		10253		17764		9827		11930		19012		17574		4914		17165		14886		12436		17060		1122		
2452		12942		1472		16414		9188		18763		16811		13212		1569		8521		3071		17438		8272		12143		14330		9876		8333		17377		18419		39		3732		13055		3687		9155		13403		19547		13137		17887		10524		7124		14649		1514		2065		16500		10563		9780		10936		16259		10696		15958		7382		8006		6850		19551		12440		10552		5984		8924		13108		16931		5625		6466		13294		3610		12478		13115		19798		822		6632		18508		2383		4459		17265		927		5611		6823		16510		16689		11634		9190		14586		11993		6433		6517		12894		17940		1710		9377		9420		4393		6378		15419		19290		18846		11712		11307		780		4919		19130		17933		5307		14789		16322		4076		2513		9011		13606		15226		15830		1160		
10613		7817		18020		282		8294		18217		8247		9680		18615		16638		19713		2769		18323		13149		3034		4782		18221		1924		9428		11145		17193		2611		6508		19681		4890		8171		11932		4955		8806		18401		10286		14383		10629		16766		9355		19020		19080		19638		12210		10088		919		17475		16388		13575		13619		15454		10651		13191		5402		13722		7387		4007		2696		9565		16641		19186		17018		11707		16760		5004		17007		2640		14890		17527		11975		16602		11571		15874		1133		7441		6002		10351		16209		5988		10841		1088		9774		13650		963		18525		15978		14689		19653		17060		5788		19614		14589		5517		18631		18578		18823		8473		133		9885		4367		11831		18367		8625		10432		3058		
2200		15278		123		7003		9386		13941		1699		9230		9480		15339		5813		8323		546		3117		13014		15028		6055		13099		9156		16390		13157		130		10286		18550		8715		2137		1536		11969		5616		17559		9782		815		1357		19007		11793		11965		9893		3690		19816		1095		8805		11040		18070		10766		8869		7794		14449		4715		1006		9590		6555		7824		11191		6944		3121		5367		14088		7706		4161		1290		5599		11936		4728		5870		17264		1018		3481		1740		19142		12439		17674		9885		8585		4610		9001		18386		344		9636		14556		16381		4022		5046		17317		14976		18177		1216		4724		14672		3485		275		15606		19525		3951		4256		3596		19233		2213		10195		13526		12698		
19571		17199		1262		2854		16248		16487		5906		18946		4255		11990		5369		4319		8193		4444		11494		4713		13128		502		3258		15125		13103		16281		6532		4935		4005		5194		6131		6142		7568		8157		4205		9852		109		11080		6104		14517		16246		16003		18869		11539		1085		8862		6988		7076		14229		4575		4099		19745		7247		11126		13608		7675		7714		15935		18766		1764		17156		8404		6708		2647		7829		332		1760		11046		7067		3796		3179		9470		12679		10280		11542		2681		11862		5455		15771		3231		18836		12304		10718		9082		9692		372		13186		2485		9050		794		7384		2127		4881		432		19314		16226		12312		597		17653		2731		14942		19049		1837		7189		
11471		9517		11994		327		19375		3676		4969		3046		7044		5701		6077		8296		8080		7268		9164		5367		12763		4028		6726		18621		15		8404		18480		18450		13693		4267		5295		1984		8189		14361		18688		9007		11218		1411		164		9650		15660		3866		1529		4972		14183		6993		16420		11520		12369		14042		2857		2581		17545		892		14749		418		1443		1874		7283		13435		2408		7491		14483		10232		2906		1305		16457		5438		2516		5760		2809		1325		14064		2302		4400		614		6403		3913		2133		11350		18883		10761		9183		11491		15656		2828		10368		209		15216		5279		3295		2130		16029		400		19428		4040		10297		15485		6924		18264		15962		19960		12220		14285		
3936		6682		11697		15494		12474		992		8662		10622		5129		11463		15024		6069		19389		9888		18196		19103		2043		9967		6072		11305		1792		13958		6246		15844		191		5145		18284		3088		7942		17374		17969		5574		17183		5635		18562		1922		16146		11947		9546		3851		2760		14406		3745		4480		15978		17740		8027		11424		136		11286		11649		18518		6805		5978		16061		19040		17135		13185		19438		17466		3901		18502		7836		12780		1106		16205		101		364		17902		14845		10454		8657		16035		8411		12949		6102		7636		6629		9147		5703		16186		16328		10463		14476		16000		6367		10958		6543		12910		1321		17750		5866		10468		4069		14465		18162		12156		18060		1503		14810		
19026		19178		19933		17926		7487		12379		7570		3469		12864		12223		4791		9225		1013		3897		10390		4895		10470		3306		19323		2885		19040		9540		4680		1269		15997		6318		5797		5357		3266		12979		16884		12863		4257		8423		11971		18172		1663		15352		15386		8920		1808		12876		14004		19578		14974		4189		5098		15427		15305		17710		14987		13432		1000		14184		18408		6989		16205		469		12171		14128		4807		14712		584		14544		13921		18279		9868		12296		1736		8135		19506		18059		11146		13378		15668		3533		18041		10823		16575		17708		7950		7807		11967		16186		12427		17415		3513		9864		17401		5327		17080		11344		6416		7630		12862		5695		18421		6623		3804		17725		
18653		11676		17054		17115		7600		19701		14397		17399		4361		8813		8376		16719		10522		3762		16797		19776		9388		15575		9536		10009		8451		7567		17422		14465		12448		1416		16156		98		9377		13730		5944		16112		7619		2411		7521		14266		39		8344		4947		5516		12179		4065		18586		10206		751		12410		1864		9565		17231		2442		11873		1812		8465		17066		7411		18679		18300		3484		196		9963		9481		5156		3011		13013		17245		5447		5441		3934		3860		10335		18488		5887		5658		1529		3497		9423		14322		12044		19844		14406		15610		437		11680		2573		8741		16851		17387		18309		13064		11068		6875		10416		881		10298		9922		11007		4144		6470		11904		18809		
15706		767		18354		1125		1122		17575		11817		981		7592		15547		12118		3407		9038		3212		3520		17784		12197		2207		3576		8095		3047		6589		16676		14244		14045		3607		19128		14435		192		15003		12163		18369		15068		15691		17636		7346		6961		19264		15133		11780		13459		14395		16256		19691		914		643		9319		6634		3412		19936		18176		4411		19869		14451		14852		11579		7984		8784		5609		2293		5232		6521		12077		5129		18112		7256		17075		12153		13480		17720		5258		9776		12217		1953		2089		11343		9415		622		12759		13462		8981		16653		10502		17163		7535		1106		8224		3497		16240		216		7449		9096		10692		8629		7940		4805		18248		17145		8578		15983		
14542		6755		13236		398		8252		3168		3314		10415		19700		9729		12693		1199		13774		16407		4686		7044		1377		7502		7257		13123		17057		3619		2188		6481		6754		18788		18794		8554		17178		6498		9845		18887		1029		15477		8063		15152		10914		19789		12033		7230		16090		3408		17124		19691		18561		9237		15741		15353		566		6555		5942		9020		14853		1350		13223		3844		11371		17048		12132		17354		17273		2120		8272		14327		15153		15202		13295		14252		4749		3867		7193		18161		8800		5838		10538		1661		11668		14328		2294		15519		16018		14893		12474		15143		7521		437		2925		15124		11909		4806		19254		19547		7944		8479		14199		17457		5655		11422		5255		8469		
11203		1374		11358		8700		18760		17553		169		4378		18346		19638		19325		842		11995		18679		6792		5658		5145		18114		6755		6390		12276		4098		7779		8496		6189		14105		14255		5961		18426		15356		14668		7839		10631		18571		12212		10130		13334		7339		2790		11668		2407		14370		16758		4749		12146		2767		5285		17384		14545		4547		13963		11454		1851		2912		16529		15293		14763		12		19579		2548		17087		13394		2466		15134		15772		9429		14272		15016		12975		17298		1381		14465		9103		14257		10886		13757		6430		8519		14229		16166		2413		6700		13067		8287		2495		15508		14722		1590		14406		19116		15904		2822		11818		19762		17261		11462		9192		5809		17221		18994		
3223		17592		16905		13331		16741		4982		1392		5646		832		2261		1211		870		8049		7632		263		17934		15587		8881		7323		11119		10178		19308		15808		15635		19774		10609		8880		17708		12046		15986		7976		17859		8593		3538		13495		1536		16847		15014		6873		18451		16895		1451		18941		15774		9154		14115		12481		9759		19980		7757		15520		15933		4547		3072		7425		7054		4831		10500		18033		18914		2482		7693		6667		18128		9921		15092		15220		8219		4688		10100		2307		6561		12284		2302		3517		18816		17218		3450		19871		9189		4317		13019		6996		6610		13644		12508		3431		16811		7026		14909		18386		862		5239		14101		15540		10189		16428		13138		19777		18329		
16716		2580		2196		3980		9406		10786		14016		11074		5974		5768		10212		9909		12283		13262		12284		2852		12163		5494		6484		16480		4027		5009		7608		7827		8995		670		17990		16813		6646		3712		11205		3852		11079		15195		239		103		19527		4011		19370		3735		4035		18241		12628		14083		329		9787		19964		2502		8587		11839		2254		16607		2429		3988		14342		16181		16921		11293		2406		18725		5826		13618		13027		4265		18565		17820		18329		4551		11291		5933		2910		15475		13291		7610		9716		18786		19148		16471		12536		18124		10952		7757		7128		10045		4477		18362		17794		7288		12157		9893		14391		2824		1397		15612		7710		2053		5802		18700		6676		17215		
287		4380		15969		18283		9619		10023		10727		5063		15048		372		2900		10379		10238		13971		1622		589		8510		4470		7022		19889		3667		19434		4605		7468		3954		14289		16571		11091		16186		6846		422		12773		12054		4172		11032		11793		9472		954		7761		11301		5888		4519		18803		19765		12402		8614		7533		9700		12005		7262		18127		10962		18079		3681		8636		3106		9950		17767		16926		3623		1177		17990		5619		1355		11557		10736		16644		13371		9588		2569		11127		18418		15160		7780		11546		13280		2630		10937		9024		2998		8213		18725		5737		5009		8261		13661		729		10113		732		13712		8746		1173		16619		2521		12637		18277		11632		16990		8236		16700		
16245		13736		18651		13823		15093		17855		9005		510		18239		5217		12051		4022		11059		1438		17919		2881		4105		11475		4951		6299		7057		4002		18564		273		16725		18986		714		4392		9658		11656		9746		8008		14917		3018		6051		1795		6139		1227		3856		9925		2849		1136		11243		5881		17154		18942		3510		13494		16527		4086		3866		11749		19008		5359		3825		368		11193		9454		6269		19144		6856		12740		11292		3379		13130		2563		11123		5328		12781		13662		4231		18376		7440		6813		7946		11923		12423		16762		19219		5092		10971		16475		13702		17939		4910		3340		8947		1124		7420		9496		603		13433		4861		13252		6572		3825		16423		8488		4525		5339		
17488		5771		6869		2555		3504		7610		10198		3608		8677		10244		87		19391		4945		9237		6208		17688		6718		5005		9262		1795		8418		14620		7718		11406		5053		19389		2790		502		19263		16748		10743		16759		10983		16421		10943		9075		15910		19355		18451		795		17377		6577		13385		12572		6005		13656		7819		13992		15221		1158		1000		17408		8527		14159		4228		19484		1390		8259		8432		14039		16504		12804		8340		18329		18903		17570		7081		2978		564		7220		7811		18416		767		15637		17611		2798		1067		15001		16459		2393		14423		7403		1155		527		6856		14180		12089		9590		3281		18058		8140		359		2357		5827		18633		19413		4771		1396		14230		2046		
8959		8314		1324		17453		16418		292		15875		15400		6168		11403		2949		12349		2215		11120		4228		7140		11087		7856		8007		17041		17517		14150		15455		14266		11801		7645		4473		2143		16528		13584		15500		16826		1292		8865		5425		3108		8334		10130		5331		2016		254		19075		4508		3785		105		17256		10607		948		8073		14982		16628		1697		7395		3947		18061		5060		4106		12583		19336		714		11265		19722		14541		11050		4573		12411		10903		937		6056		16531		6399		4554		15778		13236		19348		4528		17474		1801		6535		7057		1275		16123		259		7290		3738		7692		19130		11545		5003		11092		10170		1419		9051		1366		14430		13186		13911		8127		17793		7474		
4660		5626		11693		5816		616		13490		7826		19399		15830		7717		13714		7857		16743		6849		8856		6031		11219		8991		9289		3789		3808		15225		17715		3477		1185		18184		8163		15670		2303		958		371		6096		9365		7197		3775		6847		15029		17618		9272		14530		2056		17746		10610		6407		15955		17551		15608		1269		11989		17590		3872		6037		3788		1545		5304		15197		5784		12340		2463		17978		17367		9198		7025		2810		8208		6862		1818		1876		12523		16295		16204		756		8957		16834		12460		19303		833		13206		9126		831		12034		10023		1601		8131		53		11288		17708		3511		8739		2606		18616		17379		8357		18466		9280		14562		136		8802		11554		16202		
12240		10566		11634		8595		10328		9674		15684		709		1975		18861		11238		15842		8350		9924		19504		14573		14462		2555		8468		9910		2823		11657		10384		1764		12811		8527		14754		10173		9538		1774		475		14517		13478		10498		3628		16752		1438		9630		6525		4917		11767		3301		2333		1042		15214		11490		18451		5606		12523		19749		1043		3407		12296		4859		2476		977		8079		7464		18462		14751		19713		1060		1865		12169		12434		10927		13920		5058		15794		4658		3036		3724		13543		11828		14062		9634		16790		4501		19244		1474		960		16811		1965		6934		10121		6006		4335		16702		4244		16802		5205		10363		1834		4665		9487		18618		10393		17570		9297		17147		
3801		14618		16005		13277		15498		19245		541		15175		16953		2609		11360		11414		12801		12288		15110		8318		6094		9840		13535		7071		7453		2224		4909		11014		19328		16385		1106		13020		18589		17518		12323		18639		16758		9098		12284		15739		7939		8293		4206		7989		17339		3882		3059		7572		5714		1848		674		8220		7708		17051		14494		19016		15472		13479		937		3060		9512		6640		1718		8228		16292		7272		13211		3188		7214		406		9637		10300		14488		10063		5574		13088		7073		7444		4137		3794		4343		18984		13510		7108		19095		7948		17745		15342		12816		6105		7565		7224		9701		7610		6558		7045		9329		16227		892		8476		18436		18833		12355		17363		
10124		6208		4008		6267		8015		611		2886		11907		15892		2211		2517		12969		10946		3895		14524		18596		12576		10589		5982		5927		11516		6002		5712		19602		10759		12980		778		16571		17405		3089		156		10197		13314		11371		15224		15482		17224		16586		6381		3002		15118		5054		11156		9824		17570		14832		963		605		8774		8868		16734		8692		10608		12014		8366		3809		3884		19917		13482		13287		9629		16648		3249		10580		6624		17412		3322		5683		12113		6303		16995		11630		11623		17932		17253		19677		1274		18219		6665		3279		19045		9092		12468		4628		6342		13216		6909		7046		3875		6981		7519		11890		8550		4684		17993		15686		9769		5024		16851		14456		
12813		821		8588		3088		12100		18370		10286		8915		13071		5692		13011		12494		17857		7729		1697		7579		16898		4510		11616		9043		16079		2765		12973		4880		4767		9743		6951		19773		19265		17266		10342		11133		65		9759		18795		3765		12169		3922		17011		19095		580		10455		3013		4876		12766		862		14635		17405		18919		10426		19645		2365		13078		19387		5496		11063		6314		4230		6702		1711		18636		13198		13527		15768		8432		10162		13830		1746		19386		17075		13750		14877		6846		18607		17251		2398		7552		19199		5589		2989		18937		8905		11094		8665		1115		11043		5861		3384		18764		10821		9251		3663		2638		5193		15083		16155		16799		4226		2079		12345		
18684		9334		19613		9048		1888		3098		10544		3385		13930		6857		11875		3264		11101		5535		11952		1594		5282		792		15255		6666		10856		17920		16586		15602		17323		9047		19461		1082		14321		163		12923		2976		19921		9874		16491		15645		8687		14314		9169		8624		6370		11023		11193		13609		15863		3857		16943		9140		11374		1166		15186		12447		5474		17387		5191		42		1543		1547		18377		7978		14475		10985		2590		11994		11390		4312		9988		12864		3790		7765		19754		5783		9259		13637		17276		8381		3082		11664		4791		18971		965		1114		8666		18188		12511		10266		9245		17196		15110		18009		15259		12191		15505		7368		16043		19708		17320		14526		653		17716		
14114		17709		11423		5154		16233		19488		17647		17872		16091		15955		9483		5091		15978		14063		6004		1829		19779		11009		2705		1293		15692		17269		13536		12557		1669		1140		1447		4184		17681		10231		16265		1422		2959		7623		13268		4773		12672		7955		7895		12469		9357		3053		16912		10080		1		14082		11747		17181		11217		3347		2087		17184		9661		6644		6939		9543		18190		17441		13366		5571		17535		16312		1596		65		10456		6743		3308		14036		15893		15891		9814		17473		12389		1970		13866		12423		16526		11397		18252		8073		14222		7494		11651		4601		8029		8938		11760		19554		10638		4674		4892		4402		13012		2740		2059		13410		15809		1681		16300		6692		
